FUID,Number_of_Occurrences,Platforms,Platform_Count
FUID-MADAR:01072-4904-12,2,"AZURE, GCP",2
FUID-SYXSE:10536-43605-00,2,AZURE,1
FUID-BCLOU:00337-4890-00,2,"AZURE, GCP",2
FUID-ADFOL:08430-67403-00,2,AZURE,1
FUID-BITNA:00344-4871-00,2,"AZURE, GCP",2
FUID-BANSI:02130-33443-7,2,AZURE,1
FUID-F5:01411-4815-VE,2,"AWS, GCP",2
FUID-CIRRU:01647-4872-00,2,"AWS, GCP",2
FUID-TECHL:00545-4851-00,2,"AWS, GCP",2
FUID-USAN:07661-31543-00,2,AWS,1
FUID-APPS4:00107-4824-11,2,"AZURE, GCP",2
FUID-PROCO:02218-13691-9.4,2,AWS,1
FUID-FORTI:00617-4491-00,2,"AWS, GCP",2
FUID-BUF:01614-4710-00,2,"AWS, GCP",2
FUID-NGINX:01164-4490-20.04,2,"AWS, GCP",2
FUID-OPSWA:01544-4487-00,2,"AWS, GCP",2
FUID-CLOUD:01547-4505-00,2,"AWS, GCP",2
FUID-TIDAL:00029-69492-8.3,2,AZURE,1
FUID-KCLOU:02068-58921-00,2,AZURE,1
FUID-KCLOU:02068-33653-00,2,AZURE,1
FUID-F5:01411-4867-5,2,"AWS, GCP",2
FUID-CLOUD:07678-31569-00,2,AWS,1
FUID-DATOM:00892-33500-00,2,AZURE,1
FUID-METRI:02052-7078-00,2,"AWS, AZURE",2
FUID-COURI:07676-31565-00,2,AWS,1
FUID-HASHI:01639-4852-00,2,"AWS, GCP",2
FUID-COGNO:01048-67381-22.04,2,AZURE,1
FUID-BITNA:00344-4849-00,2,"AZURE, GCP",2
FUID-SWIT:01643-4847-00,2,"AZURE, GCP",2
FUID-HUMAN:01642-4845-00,2,"AWS, GCP",2
FUID-YASEE:00884-4844-22.04,2,"AZURE, GCP",2
FUID-ASKFO:01986-33511-7,2,AZURE,1
FUID-F5:01411-4835-25,2,"AWS, GCP",2
FUID-CYPAG:07668-31553-00,2,"AWS, AZURE",2
FUID-ATHIN:02588-43648-00,2,AZURE,1
FUID-BITNA:00344-4830-00,2,"AZURE, GCP",2
FUID-F5:01411-4829-5,2,"AWS, GCP",2
FUID-SOFTW:03224-31548-00,2,AWS,1
FUID-HEXAW:01635-4809-00,2,"AWS, GCP",2
FUID-BITNA:00344-4770-00,2,"AZURE, GCP",2
FUID-HUEMU:14440-58955-00,2,AZURE,1
FUID-BITNA:00344-4777-00,2,"AZURE, GCP",2
FUID-HEROI:01629-4774-00,2,"AWS, GCP",2
FUID-CXUNI:06328-33608-00,2,AZURE,1
FUID-APPS4:00107-4769-20.04,2,"AZURE, GCP",2
FUID-BITNA:00344-4762-00,2,"AZURE, GCP",2
FUID-WINDS:00414-49891-00,2,AZURE,1
FUID-SENTR:01627-4759-00,2,"AZURE, GCP",2
FUID-BCLOU:00337-4758-00,2,"AZURE, GCP",2
FUID-F5:01411-4754-00,2,"AWS, GCP",2
FUID-DATAR:12355-49885-00,2,AZURE,1
FUID-TWING:01652-33580-00,2,AZURE,1
FUID-KCLOU:02068-43701-00,2,AZURE,1
FUID-KEYFA:01621-4741-00,2,"AZURE, GCP",2
FUID-CGI:03921-41692-00,2,"AWS, AZURE",2
FUID-F5:01411-4768-1,2,"AWS, GCP",2
FUID-ABINI:00513-4406-00,2,"AZURE, GCP",2
FUID-SPACE:01505-4387-00,2,"AWS, GCP",2
FUID-OPENE:08257-33840-9,2,AZURE,1
FUID-PERFO:01865-16273-8,2,"AWS, AZURE",2
FUID-ATHIN:02588-34151-00,2,AZURE,1
FUID-BRYDE:08345-34153-00,2,AZURE,1
FUID-BITNA:00344-4007-00,2,"AZURE, GCP",2
FUID-CODEC:02716-16279-00,2,AWS,1
FUID-F5:01411-4001-5,2,"AWS, GCP",2
FUID-BCLOU:00337-34161-00,2,AZURE,1
FUID-RIVER:02740-34163-10,2,"AWS, AZURE",2
FUID-CANON:01519-4496-22.04,2,GCP,1
FUID-BCLOU:00337-34165-00,2,AZURE,1
FUID-OUTSY:01630-4776-00,2,"AWS, GCP",2
FUID-TECHL:00545-4785-00,2,"AWS, GCP",2
FUID-MADAR:01072-4707-22.04,2,"AZURE, GCP",2
FUID-ANARI:00406-4786-24.6.1,2,"AZURE, GCP",2
FUID-株式会社リ:08181-33620-00,2,AZURE,1
FUID-REDHA:01014-43734-00,2,AZURE,1
FUID-DHIAS:08183-33623-00,2,AZURE,1
FUID-ORCAS:01611-4697-00,2,"AZURE, GCP",2
FUID-KCLOU:02068-33625-00,2,AZURE,1
FUID-ISLAN:08184-33627-00,2,AZURE,1
FUID-BCLOU:00337-4693-20,2,"AZURE, GCP",2
FUID-HILOG:02098-7178-00,2,AZURE,1
FUID-AURAC:10580-43737-00,2,AZURE,1
FUID-MADAR:01072-4687-24.04,2,"AZURE, GCP",2
FUID-KCLOU:02068-7196-00,2,AZURE,1
FUID-PASSE:03970-13788-00,2,"AWS, AZURE",2
FUID-BITNA:00344-4678-00,2,"AZURE, GCP",2
FUID-KEDIF:01609-4677-00,2,"AWS, GCP",2
FUID-MIRRO:11842-49839-00,2,AZURE,1
FUID-HOSST:00723-7208-00,2,"AWS, AZURE",2
FUID-PCLOU:00218-58926-00,2,AZURE,1
FUID-PCLOU:00218-58924-00,2,AZURE,1
FUID-PCLOU:00218-58923-00,2,AZURE,1
FUID-MIRAD:13512-51748-00,2,AZURE,1
FUID-SEAMF:05726-23091-00,2,AWS,1
FUID-F5:01411-4715-1,2,"AWS, GCP",2
FUID-DATAD:01617-4723-00,2,"AZURE, GCP",2
FUID-APPS4:00107-4805-11,2,"AZURE, GCP",2
FUID-CGI:03921-13857-00,2,"AWS, AZURE",2
FUID-APPS4:00107-4792-20.04,2,"AZURE, GCP",2
FUID-PCLOU:00218-33554-00,2,AZURE,1
FUID-MINSA:00510-15938-00,2,"AWS, AZURE",2
FUID-FORTA:01561-4539-00,2,"AWS, GCP",2
FUID-INFRA:00476-4497-2019,2,"AZURE, GCP",2
FUID-TORQ:01564-4549-00,2,"AWS, GCP",2
FUID-NETOP:04401-39424-00,2,"AWS, AZURE",2
FUID-CHASE:01576-4588-00,2,"AWS, GCP",2
FUID-NINJA:01575-4587-00,2,"AWS, GCP",2
FUID-THORN:01189-4583-00,2,"AWS, GCP",2
FUID-BANSI:02130-13739-2,2,AWS,1
FUID-PROCO:02218-13738-8.10,2,AWS,1
FUID-KCLOU:02068-58869-00,2,AZURE,1
FUID-JUNIP:00342-4574-00,2,"AZURE, GCP",2
FUID-ECOEF:15845-60959-00,2,AZURE,1
FUID-PROCO:02218-13722-8,2,AWS,1
FUID-OPSWA:01544-4556-00,2,"AWS, GCP",2
FUID-CROWD:00976-4555-00,2,"AWS, GCP",2
FUID-NASUN:00686-4553-00,2,"AZURE, GCP",2
FUID-INFRA:00476-4548-00,2,"AWS, GCP",2
FUID-ATHIN:02588-33765-00,2,AZURE,1
FUID-PCLOU:00218-33737-00,2,AZURE,1
FUID-PALOA:00932-4540-00,2,"AWS, GCP",2
FUID-CROWD:00976-4537-00,2,"AWS, GCP",2
FUID-DECYP:00369-4535-00,2,"AZURE, GCP",2
FUID-GLAAS:12299-49769-00,2,AZURE,1
FUID-INEXT:12298-49768-00,2,AZURE,1
FUID-ASTRI:01579-4595-00,2,"AWS, GCP",2
FUID-MPHAS:03333-41601-00,2,"AWS, AZURE",2
FUID-NASUN:00686-4597-00,2,"AZURE, GCP",2
FUID-PCLOU:00218-58883-00,2,AZURE,1
FUID-NETWR:06506-43759-1,2,AZURE,1
FUID-VERSA:01602-4654-00,2,"AWS, GCP",2
FUID-QUALY:01200-4648-00,2,"AZURE, GCP",2
FUID-ILLUM:02629-8312-00,2,"AWS, AZURE",2
FUID-EMOPT:07146-29588-00,2,AWS,1
FUID-MONGO:00639-1151-00,2,"AWS, GCP",2
FUID-HOSST:00723-18643-00,2,"AWS, AZURE",2
FUID-MINTM:06470-44156-00,2,AZURE,1
FUID-HILOG:02098-46085-00,2,AZURE,1
FUID-DELL:01357-27352-00,2,AZURE,1
FUID-REDHA:01014-18688-00,2,AWS,1
FUID-LIGHT:19984-72642-e42,2,AZURE,1
FUID-LABRA:01468-36780-00,2,AZURE,1
FUID-PCLOU:00218-27383-00,2,AZURE,1
FUID-INFRA:00476-36776-00,2,AZURE,1
FUID-COMME:05178-20549-00,2,"AWS, AZURE",2
FUID-NUDGE:09520-38748-00,2,"AWS, AZURE",2
FUID-GLASS:09522-38750-00,2,"AWS, AZURE",2
FUID-SAAMA:10302-64818-00,2,AZURE,1
FUID-TMI:11758-47727-00,2,AZURE,1
FUID-SAAMA:10302-64823-00,2,AZURE,1
FUID-NUANC:06703-36755-00,2,AZURE,1
FUID-ELMCO:00538-2130-3.0,2,"AWS, AZURE",2
FUID-CISCO:01191-9763-00,2,"AWS, AZURE",2
FUID-HEXAW:01635-20572-00,2,AWS,1
FUID-XEBIA:03467-11491-00,2,AWS,1
FUID-COGNI:00635-1131-00,2,"AZURE, GCP",2
FUID-LAUNC:03954-18654-00,2,"AWS, AZURE",2
FUID-APPS4:00107-1134-10,2,"AZURE, GCP",2
FUID-COREN:02986-38778-00,2,"AWS, AZURE",2
FUID-COREN:02986-38779-00,2,"AWS, AZURE",2
FUID-FORTI:00617-9752-00,2,"AWS, AZURE",2
FUID-APPS4:00107-1143-22.04,2,"AZURE, GCP",2
FUID-ADYA:06276-54329-00,2,AZURE,1
FUID-WIPRO:01099-4646-00,2,"AWS, GCP",2
FUID-PCLOU:00218-43766-00,2,AZURE,1
FUID-VALUE:02129-7222-00,2,AZURE,1
FUID-FORTI:00617-4447-00,2,"AWS, GCP",2
FUID-DECYP:00369-4445-8,2,"AZURE, GCP",2
FUID-CANON:01519-4442-20.04,2,GCP,1
FUID-PANOR:01523-4438-00,2,"AZURE, GCP",2
FUID-CANON:01519-4430-18.04,2,GCP,1
FUID-DECYP:00369-4429-00,2,"AZURE, GCP",2
FUID-AVATH:01515-4425-00,2,"AZURE, GCP",2
FUID-COUCH:00580-4423-00,2,"AZURE, GCP",2
FUID-PCLOU:00218-33812-00,2,AZURE,1
FUID-GIGAB:02909-13652-8,2,AWS,1
FUID-COHES:01362-4479-00,2,"AZURE, GCP",2
FUID-ADAPT:01541-4480-00,2,"AZURE, GCP",2
FUID-ACALV:01542-4482-00,2,"AZURE, GCP",2
FUID-FASTL:01570-7314-00,2,AZURE,1
FUID-COHER:01124-43836-082024,2,AZURE,1
FUID-UPWIN:01555-4522-00,2,"AWS, GCP",2
FUID-PCLOU:00218-58830-00,2,AZURE,1
FUID-KCLOU:02068-58829-00,2,AZURE,1
FUID-CROWD:00976-4518-00,2,"AWS, GCP",2
FUID-INFRA:00476-4516-2022,2,"AWS, GCP",2
FUID-PCLOU:00218-33758-00,2,AZURE,1
FUID-CIRCL:03955-13697-00,2,AWS,1
FUID-SENHA:07367-33761-00,2,AZURE,1
FUID-SIMPL:06513-43842-00,2,AZURE,1
FUID-JEDOX:04438-15922-00,2,"AWS, AZURE",2
FUID-OBSID:01548-4506-00,2,"AWS, GCP",2
FUID-JUNIP:00342-4504-00,2,"AWS, GCP",2
FUID-APPVI:01525-4502-00,2,"AZURE, GCP",2
FUID-DECYP:00369-4446-00,2,"AZURE, GCP",2
FUID-FUTUR:00088-4449-00,2,"AWS, GCP",2
FUID-OPENR:01597-4642-00,2,"AWS, GCP",2
FUID-THALE:01425-4456-00,2,"AZURE, GCP",2
FUID-RUBRI:01595-4640-00,2,"AZURE, GCP",2
FUID-OPSWA:01544-4637-00,2,"AWS, GCP",2
FUID-ALTAI:00671-7227-00,2,"AWS, AZURE",2
FUID-KEYTO:02167-7290-00,2,AZURE,1
FUID-INMOB:08197-33675-00,2,AZURE,1
FUID-FORTI:00617-4630-00,2,"AZURE, GCP",2
FUID-SECUR:01590-4625-2,2,"AWS, GCP",2
FUID-KCLOU:02068-58897-00,2,AZURE,1
FUID-A10NE:01174-4621-00,2,"AWS, GCP",2
FUID-IPLAN:02132-7235-00,2,AZURE,1
FUID-PRADE:17876-67230-00,2,AZURE,1
FUID-FIREB:01584-4607-00,2,"AZURE, GCP",2
FUID-NASUN:00686-4606-00,2,"AZURE, GCP",2
FUID-NGINX:01164-4604-11,2,"AWS, GCP",2
FUID-KCLOU:02068-43786-00,2,AZURE,1
FUID-VULCA:01572-4631-00,2,"AZURE, GCP",2
FUID-BCLOU:00337-43756-00,2,AZURE,1
FUID-NTEGR:02001-13706-8.5,2,"AWS, AZURE",2
FUID-NOAAP:05799-25255-00,2,AWS,1
FUID-RADWA:01464-4476-00,2,"AWS, GCP",2
FUID-BIOCA:01539-4475-00,2,"AZURE, GCP",2
FUID-CANON:01519-4474-16.04,2,GCP,1
FUID-A10NE:01174-4473-20,2,"AZURE, GCP",2
FUID-CROWD:00976-4470-00,2,"AWS, GCP",2
FUID-DECYP:00369-4464-00,2,"AZURE, GCP",2
FUID-F5:01411-4460-00,2,"AZURE, GCP",2
FUID-TENAB:01186-4457-00,2,"AZURE, GCP",2
FUID-SILVE:03805-16285-00,2,"AWS, AZURE",2
FUID-EXTRA:01948-6439-360,2,"AZURE, GCP",2
FUID-CUEND:05375-25537-00,2,AWS,1
FUID-DATAC:01457-4222-00,2,"AWS, GCP",2
FUID-BITNA:00344-4118-00,2,"AZURE, GCP",2
FUID-LAUNC:01429-4114-00,2,"AWS, GCP",2
FUID-KCLOU:02068-44084-00,2,AZURE,1
FUID-KCLOU:02068-44085-00,2,AZURE,1
FUID-FTAPI:12234-49550-00,2,AZURE,1
FUID-HASHI:01639-16208-00,2,"AWS, AZURE",2
FUID-BCLOU:00337-4103-00,2,"AZURE, GCP",2
FUID-MATIL:02334-7570-00,2,"AWS, AZURE",2
FUID-LIQUI:04477-16197-00,2,"AWS, AZURE",2
FUID-PCLOU:00218-34101-00,2,AZURE,1
FUID-RINNE:02099-13491-9,2,"AWS, AZURE",2
FUID-MITIG:12245-49576-00,2,AZURE,1
FUID-TIDAL:00029-44013-10,2,AZURE,1
FUID-ZELIO:01454-4214-00,2,"AWS, GCP",2
FUID-SIDMA:13828-52196-00,2,AZURE,1
FUID-XPLG:05557-22947-00,2,"AWS, AZURE",2
FUID-GRAFA:01453-13527-00,2,"AWS, AZURE",2
FUID-TOOLJ:04471-16136-00,2,"AWS, AZURE",2
FUID-SPLUN:00430-4205-00,2,"AWS, GCP",2
FUID-INFOB:01337-13522-00,2,"AWS, AZURE",2
FUID-SINEQ:00828-4195-00,2,"AZURE, GCP",2
FUID-ADVAN:02154-69847-00,2,AZURE,1
FUID-INTAP:06335-34034-00,2,AZURE,1
FUID-OPENA:06049-25436-00,2,AWS,1
FUID-RINNE:02099-16156-8.8,2,"AWS, AZURE",2
FUID-COALE:01417-4180-2023,2,"AZURE, GCP",2
FUID-RINNE:02099-16158-9.4,2,"AWS, AZURE",2
FUID-APPS4:00107-4178-22.04,2,"AZURE, GCP",2
FUID-TETRA:03217-13470-00,2,"AWS, AZURE",2
FUID-F5:01411-4120-25,2,"AWS, GCP",2
FUID-F5:01411-4123-200,2,"AWS, GCP",2
FUID-COALE:01417-13489-2021,2,"AWS, AZURE",2
FUID-RINNE:02099-13616-9,2,"AWS, AZURE",2
FUID-SNOWF:01461-4236-00,2,"AWS, GCP",2
FUID-XPLIC:13037-51947-00,2,AZURE,1
FUID-BAYER:02240-7397-00,2,AZURE,1
FUID-BAYER:02240-7398-00,2,AZURE,1
FUID-TIDAL:00029-13607-20.04,2,"AWS, AZURE",2
FUID-ZERTI:06291-43946-00,2,AZURE,1
FUID-RINNE:02099-13594-9,2,"AWS, AZURE",2
FUID-XPLG:05557-23027-00,2,"AWS, AZURE",2
FUID-INFRA:00476-33901-00,2,AZURE,1
FUID-XPLG:05557-23025-00,2,"AWS, AZURE",2
FUID-KYVOS:00567-4319-00,2,"AWS, GCP",2
FUID-XPLG:05557-23023-00,2,"AWS, AZURE",2
FUID-CLOUD:03411-16026-00,2,AWS,1
FUID-KCLOU:02068-44010-00,2,AZURE,1
FUID-PCLOU:00218-44011-00,2,AZURE,1
FUID-SILVE:03805-13535-00,2,"AWS, AZURE",2
FUID-RINNE:02099-13486-8.10,2,"AWS, AZURE",2
FUID-BITNA:00344-4148-00,2,"AZURE, GCP",2
FUID-TEMPO:01424-4146-00,2,"AWS, GCP",2
FUID-HOSST:00723-4144-00,2,"AZURE, GCP",2
FUID-TECHL:00545-4143-00,2,"AWS, GCP",2
FUID-APPS4:00107-4142-22.04,2,"AZURE, GCP",2
FUID-FRACT:00526-34049-00,2,AZURE,1
FUID-JINA:01884-7536-2,2,"AWS, AZURE",2
FUID-BITNA:00344-4130-00,2,"AZURE, GCP",2
FUID-PCLOU:00218-34064-00,2,AZURE,1
FUID-PROCO:02218-13504-8.10,2,AWS,1
FUID-INFRA:00476-4176-2019,2,"AWS, GCP",2
FUID-SECON:01441-4168-00,2,"AWS, GCP",2
FUID-AHSAY:18464-68593-00,2,AZURE,1
FUID-HOSST:00723-32714-00,2,"AWS, AZURE",2
FUID-INTER:04801-32197-00,2,"AWS, AZURE",2
FUID-TECHL:00545-6405-00,2,"AWS, GCP",2
FUID-HOSST:00723-32725-00,2,"AWS, AZURE",2
FUID-NEURA:01934-6410-00,2,"AWS, GCP",2
FUID-REPLY:05333-24049-00,2,AWS,1
FUID-XITOR:15585-59777-00,2,AZURE,1
FUID-MAGNI:01936-6417-00,2,"AWS, GCP",2
FUID-OUTRE:07868-32187-00,2,"AWS, AZURE",2
FUID-BRAZE:07867-32185-00,2,"AWS, AZURE",2
FUID-CONTI:01109-5707-00,2,"AWS, GCP",2
FUID-CIQ:00215-32184-8.10,2,"AWS, AZURE",2
FUID-APPS4:00107-5783-2016,2,"AZURE, GCP",2
FUID-JETBR:01794-5782-00,2,"AWS, GCP",2
FUID-BITNA:00344-5781-00,2,"AZURE, GCP",2
FUID-EPSAG:18458-68577-00,2,AZURE,1
FUID-SPOTD:01791-5778-00,2,"AZURE, GCP",2
FUID-BITNA:00344-5772-00,2,"AZURE, GCP",2
FUID-SUPER:01944-6433-00,2,"AZURE, GCP",2
FUID-NLX:01790-5769-00,2,"AWS, GCP",2
FUID-HOSST:00723-32172-00,2,"AWS, AZURE",2
FUID-CUEND:05375-24560-00,2,AWS,1
FUID-PERSI:01556-5784-00,2,"AZURE, GCP",2
FUID-HOSST:00723-32713-00,2,"AWS, AZURE",2
FUID-WEAVI:00566-5702-00,2,"AWS, GCP",2
FUID-TIDAL:00029-32133-10,2,"AWS, AZURE",2
FUID-BCLOU:00337-5602-00,2,"AZURE, GCP",2
FUID-KCLOU:02068-63130-00,2,AZURE,1
FUID-COHER:01124-24018-4,2,"AWS, AZURE",2
FUID-PROCO:02218-13497-8.10,2,AWS,1
FUID-BITNA:00344-5755-00,2,"AZURE, GCP",2
FUID-NVIDI:00356-4166-vmi,2,"AZURE, GCP",2
FUID-PROCO:02218-13496-8,2,AWS,1
FUID-PROCO:02218-13506-8.8,2,AWS,1
FUID-OPTIM:01355-3774-00,2,"AZURE, GCP",2
FUID-BITNA:00344-4959-00,2,"AZURE, GCP",2
FUID-INVIG:10524-43564-00,2,AZURE,1
FUID-ZOOMC:15578-59746-00,2,AZURE,1
FUID-MATIL:02334-32770-00,2,"AWS, AZURE",2
FUID-INFRA:00476-6448-24.04,2,"AWS, GCP",2
FUID-FLOQA:07864-32157-00,2,"AWS, AZURE",2
FUID-TECHL:00545-6457-00,2,"AWS, GCP",2
FUID-ELMCO:00538-32153-00,2,"AWS, AZURE",2
FUID-XCEPT:15576-59729-00,2,AZURE,1
FUID-BITNA:00344-5734-00,2,"AZURE, GCP",2
FUID-INTER:04801-32149-00,2,"AWS, AZURE",2
FUID-PALAN:00692-32793-00,2,"AWS, AZURE",2
FUID-REDHA:01014-42457-00,2,AZURE,1
FUID-INTER:04801-32144-00,2,"AWS, AZURE",2
FUID-NVIDI:00356-6469-22.1,2,"AZURE, GCP",2
FUID-ENTER:00403-5722-00,2,"AZURE, GCP",2
FUID-BITNA:00344-5721-00,2,"AZURE, GCP",2
FUID-APPS4:00107-6470-20.04,2,"AZURE, GCP",2
FUID-APPS4:00107-5719-22.04,2,"AZURE, GCP",2
FUID-HOSST:00723-32140-00,2,"AWS, AZURE",2
FUID-HOSST:00723-32139-00,2,"AWS, AZURE",2
FUID-APPS4:00107-5710-11,2,"AZURE, GCP",2
FUID-COGNI:04222-23983-00,2,"AWS, AZURE",2
FUID-PCLOU:00218-33870-00,2,AZURE,1
FUID-SPEKT:00919-33869-00,2,AZURE,1
FUID-TRAEF:03945-13620-00,2,"AWS, AZURE",2
FUID-PCLOU:00218-34099-3,2,AZURE,1
FUID-PROCO:02218-13421-8.10,2,AWS,1
FUID-APPS4:00107-4030-22.04,2,"AZURE, GCP",2
FUID-BITNA:00344-4027-00,2,"AZURE, GCP",2
FUID-RINNE:02099-16254-8.10,2,"AWS, AZURE",2
FUID-FR0NT:01404-3960-00,2,"AZURE, GCP",2
FUID-CONTR:00739-44179-00,2,AZURE,1
FUID-INFRA:00476-3952-2022,2,"AZURE, GCP",2
FUID-HOSST:00723-7743-00,2,"AWS, AZURE",2
FUID-IN4IT:01713-7746-00,2,"AWS, AZURE",2
FUID-QNAP:02460-7748-00,2,"AWS, AZURE",2
FUID-CAMBA:12417-70167-00,2,AZURE,1
FUID-DYNAT:00592-3817-00,2,"AWS, GCP",2
FUID-JINA:01884-22653-1,2,"AWS, AZURE",2
FUID-JINA:01884-22652-1,2,"AWS, AZURE",2
FUID-NOBL9:01373-3812-9,2,"AWS, GCP",2
FUID-CFDDI:07860-41032-00,2,"AWS, AZURE",2
FUID-DECYP:00369-3810-00,2,"AZURE, GCP",2
FUID-VERME:13896-52304-00,2,AZURE,1
FUID-GEMSE:01372-3808-00,2,"AZURE, GCP",2
FUID-CURVA:03880-13278-00,2,AWS,1
FUID-EXPER:08395-34342-00,2,AZURE,1
FUID-XOVOX:07523-30908-00,2,"AWS, AZURE",2
FUID-ADVAN:02154-34344-00,2,AZURE,1
FUID-NETSK:00861-7769-00,2,"AWS, AZURE",2
FUID-PIXIT:01367-3792-00,2,"AWS, GCP",2
FUID-AMAZO:02462-22638-00,2,AWS,1
FUID-INFRA:00476-34355-00,2,AZURE,1
FUID-COGNO:01048-34135-5.0,2,AZURE,1
FUID-BITNA:00344-4039-00,2,"AZURE, GCP",2
FUID-QNX:02471-7782-7.1,2,"AWS, AZURE",2
FUID-RINNE:02099-16257-9.5,2,"AWS, AZURE",2
FUID-GROUN:01410-3983-00,2,"AWS, GCP",2
FUID-PCLOU:00218-34180-00,2,AZURE,1
FUID-AMAZO:02462-22788-00,2,AWS,1
FUID-TANLA:14147-70032-00,2,AZURE,1
FUID-JINA:01884-22783-1,2,"AWS, AZURE",2
FUID-JINA:01884-22782-0.5b,2,"AWS, AZURE",2
FUID-JINA:01884-22781-2,2,"AWS, AZURE",2
FUID-JINA:01884-22780-1,2,"AWS, AZURE",2
FUID-LIFER:01416-4016-00,2,"AWS, GCP",2
FUID-CONTE:01418-4018-00,2,"AWS, GCP",2
FUID-BITNA:00344-4021-00,2,"AZURE, GCP",2
FUID-PROCO:02218-13417-8,2,AWS,1
FUID-BITNA:00344-4073-00,2,"AZURE, GCP",2
FUID-APPS4:00107-4069-12,2,"AZURE, GCP",2
FUID-PCLOU:00218-44118-00,2,AZURE,1
FUID-THALE:01425-4065-00,2,"AWS, GCP",2
FUID-FEDBL:13791-52150-00,2,AZURE,1
FUID-COMTR:02387-65394-00,2,AZURE,1
FUID-DECYP:00369-4059-12,2,"AZURE, GCP",2
FUID-SPACE:04483-16246-00,2,"AWS, AZURE",2
FUID-AQUER:14559-61243-00,2,AZURE,1
FUID-VIRTU:00216-7600-10,2,AZURE,1
FUID-SYSTE:05690-49466-00,2,AZURE,1
FUID-RINNE:02099-16253-9.3,2,"AWS, AZURE",2
FUID-RINNE:02099-16256-9.3,2,"AWS, AZURE",2
FUID-F5:01411-4043-10,2,"AWS, GCP",2
FUID-ORKES:01420-4042-00,2,"AZURE, GCP",2
FUID-SENOM:12167-49353-00,2,AZURE,1
FUID-BMCSO:00761-3807-00,2,"AWS, GCP",2
FUID-DHIAS:08183-33862-00,2,AZURE,1
FUID-WRIKE:01481-4304-00,2,"AZURE, GCP",2
FUID-CRUXI:01479-4299-00,2,"AWS, GCP",2
FUID-DUALI:01477-4297-00,2,"AZURE, GCP",2
FUID-SWARM:05713-23010-00,2,"AWS, AZURE",2
FUID-TELMA:01474-4293-00,2,"AWS, GCP",2
FUID-JMINF:00902-4289-00,2,"AWS, GCP",2
FUID-VIRTU:00216-7431-10,2,AZURE,1
FUID-APPS4:00107-4287-2016,2,"AZURE, GCP",2
FUID-PCLOU:00218-33929-00,2,AZURE,1
FUID-PROCO:02218-13571-8,2,AWS,1
FUID-BYNET:00483-33940-00,2,AZURE,1
FUID-BIGPA:02269-7447-00,2,"AWS, AZURE",2
FUID-RISIN:01467-4262-00,2,"AWS, GCP",2
FUID-PCLOU:00218-33951-00,2,AZURE,1
FUID-GALIL:01961-22984-00,2,"AWS, AZURE",2
FUID-APPS4:00107-4259-11,2,"AZURE, GCP",2
FUID-SEROS:02278-7456-00,2,AZURE,1
FUID-BCLOU:00337-33963-00,2,AZURE,1
FUID-TURTL:12254-49622-00,2,AZURE,1
FUID-PCSIN:02261-7423-00,2,AZURE,1
FUID-BAYER:02240-43956-00,2,AZURE,1
FUID-XPLG:05557-23019-00,2,"AWS, AZURE",2
FUID-CLAZA:01485-4316-00,2,"AZURE, GCP",2
FUID-UCBOS:05722-23074-00,2,"AWS, AZURE",2
FUID-APPS4:00107-4379-12,2,"AZURE, GCP",2
FUID-BCLOU:00337-33856-00,2,AZURE,1
FUID-EXPER:04454-16015-00,2,"AWS, AZURE",2
FUID-HONEY:03953-13621-00,2,"AWS, AZURE",2
FUID-PCLOU:00218-33917-00,2,AZURE,1
FUID-PCLOU:00218-33916-00,2,AZURE,1
FUID-SEMAR:00926-44110-00,2,AZURE,1
FUID-HARDE:03811-16223-8,2,AWS,1
FUID-CLOUD:00863-22673-00,2,"AWS, AZURE",2
FUID-INTEL:02456-7738-00,2,"AWS, AZURE",2
FUID-INFRA:00476-3950-2019,2,"AZURE, GCP",2
FUID-BITNA:00344-3949-00,2,"AZURE, GCP",2
FUID-BITNA:00344-3947-00,2,"AZURE, GCP",2
FUID-INFRA:00476-3946-2016,2,"AWS, GCP",2
FUID-AMAZO:02462-22764-00,2,AWS,1
FUID-KCLOU:02068-34807-20.10,2,AZURE,1
FUID-AMAZO:02462-22762-00,2,AWS,1
FUID-AODN:05359-25568-3,2,AWS,1
FUID-VWORK:15921-61305-00,2,AZURE,1
FUID-AMAZO:02462-22752-00,2,AWS,1
FUID-MIRII:00631-7740-00,2,AWS,1
FUID-BLUEO:07559-30983-00,2,AWS,1
FUID-PGSEC:13862-52250-00,2,AZURE,1
FUID-ELLIP:01393-3896-00,2,"AZURE, GCP",2
FUID-INFRA:00476-3891-2019,2,"AWS, GCP",2
FUID-EVOLO:15375-58386-00,2,AZURE,1
FUID-AMAZO:02462-22702-00,2,AWS,1
FUID-KCLOU:02068-34283-00,2,AZURE,1
FUID-PROCO:02218-16398-9.4,2,AWS,1
FUID-HELPS:07531-30944-00,2,"AWS, AZURE",2
FUID-AMAZO:02462-22687-00,2,AWS,1
FUID-AKAMA:02396-52293-00,2,AZURE,1
FUID-IOANY:02046-16361-00,2,AWS,1
FUID-BITNA:00344-4957-00,2,"AZURE, GCP",2
FUID-GITLA:01224-4081-00,2,"AZURE, GCP",2
FUID-CONVI:00665-1224-00,2,"AZURE, GCP",2
FUID-GEVER:05612-27960-00,2,"AWS, AZURE",2
FUID-APPS4:00107-1219-11,2,"AZURE, GCP",2
